Name,Web of Science Documents,Times Cited,Rank,% Docs Cited,Category Normalized Citation Impact,International Collaborations,All Open Access Documents,% First Author (2008-2022),% Global Baseline (Docs),% Documents in Top 1%,% International Collaborations,Gold Documents,% Last Author (2008-2022),% Global Baseline (Cites),Citation Impact,% Documents in Top 10%,% Industry Collaborations,Gold - Hybrid Documents,% Corresponding Author (2008-2022),% Baseline for All Items (Docs),Average Percentile,% Highly Cited Papers,Location Type,Free to Read Documents,First Author (2008-2022),Industry Collaborations,% Baseline for All Items (Cites),Highly Cited Papers,Impact Relative to World,Last Author (2008-2022),Domestic Collaborations,% Baseline for Pinned Items (Docs),Green Submitted Documents,% Hot Papers,Green Accepted Documents,Corresponding Author (2008-2022),% Domestic Collaborations,% Baseline for Pinned Items (Cites),Documents in JIF Journals,Green Published Documents,Documents in Q1 Journals,Green Only Documents,Citations From Patents,Documents in Q2 Journals,Non-Open Access Documents,Documents in Q3 Journals,% All Open Access Documents,Documents in Q4 Journals,% Gold Documents,% Documents in Q1 Journals,% Gold - Hybrid Documents,% Documents in Q2 Journals,% Free to Read Documents,% Documents in Q3 Journals,% Green Submitted Documents,% Documents in Q4 Journals,% Green Accepted Documents,% Green Published Documents,Documents in Top 1%,Documents in Top 10%,% Green Only Documents,Hot Papers,% Non-Open Access Documents
GREECE,19866,381308,34,75.22,1.2304548374106514,9196,6140,69.7,0.6727402703084358,1.79,46.29,2377,62.57,0.9213066700744392,19.19399979865096,12.56,2.83,620,61.75,0.7205394361686424,45.07944940098661,1.1,Country/Region,1331,13846,563,0.9270886007256377,219,1.3694834555571371,12431,3804,n/a,2644,0.0,997,12267,19.15,n/a,13882,2669,6960,1812,773,3422,13726,2186,30.91,1314,11.97,50.14,3.12,24.65,6.7,15.75,13.31,9.47,5.02,13.44,355,2496,9.12,0,69.09
SOUTH AFRICA,21610,376112,35,78.22,1.1494085053216105,9598,9094,68.9,0.7317989147974076,1.63,44.41,4236,53.19,0.90875222732027,17.404534937528922,11.06,1.79,1010,65.03,0.7837942824727858,45.30284585839889,0.87,Country/Region,1254,14889,387,0.9144553688779702,188,1.2418059236557497,11495,2659,n/a,4563,0.0,1330,14053,12.3,n/a,14361,3698,5837,2594,562,3767,12516,2759,42.08,1998,19.6,40.64,4.67,26.23,5.8,19.21,21.12,13.91,6.15,17.11,353,2390,12.0,0,57.92
MALAYSIA,25092,368676,36,74.79,0.9837045034273872,9474,7084,82.96,0.8497130203654119,1.38,37.76,4420,73.74,0.8907855536636105,14.69296987087518,10.27,0.83,402,78.36,0.9100863551969987,42.45068589590308,0.63,Country/Region,663,20817,208,0.8963759400828863,157,1.0483369470795396,18504,4362,n/a,2079,0.0,1831,19663,17.38,n/a,12321,2529,4590,1599,529,3450,18008,2541,28.23,1740,17.62,37.25,1.6,28.0,2.64,20.62,8.29,14.12,7.3,10.08,346,2578,6.37,0,71.77
NEW ZEALAND,15978,337153,37,79.46,1.3435923582425837,8059,4968,63.7,0.5410774206678842,2.08,50.44,1620,50.71,0.8146204845836107,21.10107648016022,13.56,2.95,459,62.34,0.579521751288763,48.27457340718488,1.18,Country/Region,1332,10178,471,0.8197328747376161,188,1.5055525391876008,8103,1772,n/a,1880,0.0,1026,9961,11.09,n/a,11424,2289,5807,1557,607,3239,11010,1687,31.09,691,10.14,50.83,2.87,28.35,8.34,14.77,11.77,6.05,6.42,14.33,332,2166,9.74,0,68.91
CZECH REPUBLIC,25358,333932,38,68.85,0.970148986513132,9907,7347,73.61,0.8587208182060463,1.2,39.07,3750,58.52,0.806837986486771,13.168704156479217,9.22,3.09,781,70.03,0.9197341700576076,39.744105063490814,0.59,Country/Region,1337,18665,784,0.8119015352877821,150,0.939581257820599,14839,4454,n/a,3146,0.0,863,17759,17.56,n/a,14811,2901,6512,1479,856,3820,18011,2484,28.97,1995,14.79,43.97,3.08,25.79,5.27,16.77,12.41,13.47,3.4,11.44,304,2339,5.83,0,71.03
IRELAND,16023,329206,39,67.85,1.3311545029020782,7684,5422,66.35,0.5426012962424276,2.27,47.96,1565,55.43,0.7954191457523204,20.54584035449042,13.64,3.28,536,51.86,0.5811539004193172,43.3182060600387,1.15,Country/Region,1096,10631,525,0.8004110322639029,185,1.4659366854828466,8882,2010,n/a,2354,0.0,1403,8309,12.54,n/a,11728,2535,6281,2225,896,2404,10601,2433,33.84,610,9.77,53.56,3.35,20.5,6.84,20.75,14.69,5.2,8.76,15.82,364,2185,13.89,0,66.16
MEXICO,22598,306014,40,72.27,0.8090358837065227,8543,7467,77.47,0.7652564496340497,1.01,37.8,4145,63.89,0.7393832265154663,13.541640853172847,6.62,1.42,604,72.06,0.8196290233836192,36.07993833082574,0.59,Country/Region,1245,17506,322,0.7440234431547602,133,0.9661901273344954,14437,5274,n/a,3200,0.0,734,16285,23.34,n/a,15656,3286,5841,1473,573,3733,15131,3164,33.04,2918,18.34,37.31,2.67,23.84,5.51,20.21,14.16,18.64,3.25,14.54,228,1496,6.52,0,66.96
EGYPT,16418,262146,41,82.01,0.9307956145693751,7973,4570,74.74,0.5559775373967532,1.11,48.56,2751,55.75,0.6333904831090192,15.966987452795712,9.14,0.88,388,58.7,0.5954805427875148,42.591636612254845,0.55,Country/Region,666,12271,144,0.6373655111506263,90,1.1392375419962752,9153,2660,n/a,1407,0.0,416,9638,16.2,n/a,11286,2045,3580,765,745,3250,11848,2576,27.84,1880,16.76,31.72,2.36,28.8,4.06,22.82,8.57,16.66,2.53,12.46,183,1501,4.66,0,72.16
ARGENTINA,15697,223784,42,71.33,0.8992510033764414,5962,5710,75.98,0.5315616643024019,1.05,37.98,2563,56.12,0.5407011965548542,14.256482130343377,7.46,1.6,379,70.81,0.5693298867179694,37.84755999235523,0.48,Country/Region,1000,11927,251,0.5440945257502756,76,1.0171937384996461,8809,3589,n/a,2277,0.0,524,11115,22.86,n/a,10654,3970,4806,1768,447,2850,9987,1560,36.38,1438,16.33,45.11,2.41,26.75,6.37,14.64,14.51,13.5,3.34,25.29,165,1171,11.26,0,63.62
WALES,9180,219987,43,72.44,1.572147843137255,3917,4294,54.67,0.310870617206858,2.2,42.67,977,42.12,0.5315269819402312,23.96372549019608,15.02,2.97,718,48.04,0.33295842263304826,46.41459394335512,1.29,Country/Region,744,5019,273,0.5348627356568204,118,1.7098012887674912,3867,2109,n/a,1511,0.0,2147,4410,22.97,n/a,6710,1927,4015,1855,524,1534,4886,804,46.78,357,10.64,59.84,7.82,22.86,8.1,11.98,16.46,5.32,23.39,20.99,202,1379,20.21,0,53.22
CHILE,12085,216315,44,76.76,1.0686333388498137,6803,5407,65.49,0.40924525151904995,1.41,56.29,2492,50.06,0.5226547891393633,17.899462143152668,10.31,1.27,373,60.39,0.4383227165054889,43.556342788580885,0.84,Country/Region,1208,7914,153,0.5259348628037344,102,1.2771187624031213,6050,1744,n/a,2810,0.0,830,7298,14.43,n/a,9089,2832,4250,1334,291,1968,6678,1358,44.74,1513,20.62,46.76,3.09,21.65,10.0,14.94,23.25,16.65,6.87,23.43,170,1246,11.04,0,55.26
PAKISTAN,12429,205056,45,80.39,0.907445699573578,5739,3003,79.03,0.420894433688893,1.05,46.17,1719,63.32,0.49545108033081975,16.498189717595945,8.97,0.48,289,71.07,0.45079958985905844,41.2121188993483,0.66,Country/Region,440,9823,60,0.4985604291291983,82,1.1771385902837475,7870,2419,n/a,1302,0.0,362,8833,19.46,n/a,8874,1428,2203,555,304,2064,9426,2063,24.16,2544,13.83,24.83,2.33,23.26,3.54,23.25,10.48,28.67,2.91,11.49,130,1115,4.47,0,75.84
HUNGARY,11289,201480,46,75.32,1.1077652404996015,5569,5113,64.75,0.3822895858004597,1.59,49.33,1611,54.62,0.48681084028291566,17.847462131278235,10.82,4.85,499,58.61,0.4094518118850198,41.98821182567101,0.96,Country/Region,797,7310,547,0.4898659647167158,108,1.2734085843944805,6166,1898,n/a,2324,0.0,2250,6616,16.81,n/a,8600,1833,3932,2206,562,2166,6176,1305,45.29,1197,14.27,45.72,4.42,25.19,7.06,15.17,20.59,13.92,19.93,16.24,179,1222,19.54,0,54.71
