Name;Web of Science Documents;Times Cited;Rank;% Docs Cited;Category Normalized Citation Impact;International Collaborations;All Open Access Documents;% First Author (2008-2022);% Global Baseline (Docs);% Documents in Top 1%;% International Collaborations;Gold Documents;% Last Author (2008-2022);% Global Baseline (Cites);Citation Impact;% Documents in Top 10%;% Industry Collaborations;Gold - Hybrid Documents;% Corresponding Author (2008-2022);% Baseline for All Items (Docs);Average Percentile;% Highly Cited Papers;Location Type;Free to Read Documents;First Author (2008-2022);Industry Collaborations;% Baseline for All Items (Cites);Highly Cited Papers;Impact Relative to World;Last Author (2008-2022);Domestic Collaborations;% Baseline for Pinned Items (Docs);Green Submitted Documents;% Hot Papers;Green Accepted Documents;Corresponding Author (2008-2022);% Domestic Collaborations;% Baseline for Pinned Items (Cites);Documents in JIF Journals;Green Published Documents;Documents in Q1 Journals;Green Only Documents;Citations From Patents;Documents in Q2 Journals;Non-Open Access Documents;Documents in Q3 Journals;% All Open Access Documents;Documents in Q4 Journals;% Gold Documents;% Documents in Q1 Journals;% Gold - Hybrid Documents;% Documents in Q2 Journals;% Free to Read Documents;% Documents in Q3 Journals;% Green Submitted Documents;% Documents in Q4 Journals;% Green Accepted Documents;% Green Published Documents;Documents in Top 1%;Documents in Top 10%;% Green Only Documents;Hot Papers;% Non-Open Access Documents
CHINA MAINLAND;33917;596876;14;76.24;0.613705345;6193;2154;0;2.514435933;0.51;18.26;104;0;1.667248928;17.59813663;6.11;0.7;183;0;2.90283625;37.36868381;0;Country/Region;1009;0;238;1.67700562;0;0.663070753;0;7326;n/a;718;0;18;0;21.6;n/a;23724;525;6924;858;5327;6266;31763;6141;6.35;4393;0.31;29.19;0.54;26.41;2.97;25.89;2.12;18.52;0.05;1.55;173;2071;2.53;0;93.65
SCOTLAND;14465;563393;15;76.58;1.21383812;3725;2609;0;1.072362407;1.53;25.75;55;0;1.573721134;38.94870377;13.09;2.39;136;0;1.238008266;47.2054448;0;Country/Region;1535;0;346;1.582930504;0;1.467527324;0;2807;n/a;517;0;231;0;19.41;n/a;11674;910;6437;883;6138;2927;11856;1528;18.04;782;0.38;55.14;0.94;25.07;10.61;13.09;3.57;6.7;1.6;6.29;221;1893;6.1;0;81.96
BELGIUM;13836;520276;16;81.22;1.138652074;5820;2210;0;1.025731508;1.34;42.06;56;0;1.453282765;37.60306447;12.54;4.57;121;0;1.184174377;48.81244733;0;Country/Region;1094;0;632;1.461787333;0;1.416825702;0;1264;n/a;617;0;94;0;9.14;n/a;11313;744;6017;939;9067;2648;11626;1654;15.97;994;0.4;53.19;0.87;23.41;7.91;14.62;4.46;8.79;0.68;5.38;186;1735;6.79;0;84.03
DENMARK;10325;503236;17;85.07;1.470913918;4431;1981;0;0.765443613;2.03;42.92;46;0;1.40568507;48.73956416;15.91;4.88;118;0;0.883680287;53.82998709;0;Country/Region;1015;0;504;1.413911098;0;1.836431903;0;1360;n/a;536;0;43;0;13.17;n/a;8753;625;4742;802;7501;2304;8344;1092;19.19;615;0.45;54.18;1.14;26.32;9.83;12.48;5.19;7.03;0.42;6.05;210;1643;7.77;0;80.81
ISRAEL;12853;483095;18;82.82;1.131440465;4319;2079;0;0.952856828;1.49;33.6;49;0;1.349425377;37.58616665;11.65;2.12;158;0;1.100042879;48.81726377;0;Country/Region;1020;0;273;1.357322174;0;1.416189019;0;2069;n/a;731;0;38;0;16.1;n/a;10805;497;5508;852;8739;2798;10774;1548;16.18;951;0.38;50.98;1.23;25.9;7.94;14.33;5.69;8.8;0.3;3.87;192;1497;6.63;0;83.82
SOUTH KOREA;17833;431635;19;81.38;0.833024427;3461;1987;0;1.322049002;0.7;19.41;278;0;1.205682573;24.20428419;8.59;3.31;123;0;1.526263492;44.78909402;0;Country/Region;747;0;591;1.212738192;0;0.911980245;0;4490;n/a;630;0;22;0;25.18;n/a;14041;518;6042;839;9452;3446;15846;3228;11.14;1325;1.56;43.03;0.69;24.54;4.19;22.99;3.53;9.44;0.12;2.9;124;1531;4.7;0;88.86
INDIA;20059;431598;20;81.76;0.68377446;3173;1876;0;1.487073455;0.8;15.82;115;0;1.205579221;21.51642654;6.86;0.72;46;0;1.71677897;40.04168232;0;Country/Region;768;0;145;1.212634235;0;0.810705898;0;2616;n/a;718;0;220;0;13.04;n/a;17264;352;4232;947;4074;4471;18183;3519;9.35;5042;0.57;24.51;0.23;25.9;3.83;20.38;3.58;29.21;1.1;1.75;160;1376;4.72;0;90.65
RUSSIA;32774;415966;21;70.06;0.441697168;8671;2627;0;2.429699657;0.47;26.46;128;0;1.161914481;12.69195094;4.05;0.82;58;0;2.805010917;29.12812635;0;Country/Region;758;0;270;1.16871397;0;0.478213214;0;3952;n/a;1572;0;67;0;12.06;n/a;23193;481;5074;1683;4247;4130;30147;4320;8.02;9669;0.39;21.88;0.18;17.81;2.31;18.63;4.8;41.69;0.2;1.47;154;1326;5.14;0;91.98
FINLAND;9926;410903;22;81.92;1.155517308;3579;1518;0;0.735863758;1.7;36.06;76;0;1.147772044;41.3966351;12.63;2.58;80;0;0.849531286;49.83535787;0;Country/Region;879;0;256;1.154488772;0;1.559761616;0;1923;n/a;368;0;31;0;19.37;n/a;8019;450;4142;483;5886;2084;8408;1205;15.29;588;0.77;51.65;0.81;25.99;8.86;15.03;3.71;7.33;0.31;4.53;169;1254;4.87;0;84.71
BRAZIL;14939;353032;23;77.05;0.764463779;4175;3263;0;1.107502385;0.7;27.95;1697;0;0.986121445;23.63156838;7.07;0.78;94;0;1.278576252;41.51848976;0;Country/Region;586;0;116;0.991892199;0;0.890401193;0;2825;n/a;1505;0;20;0;18.91;n/a;12478;1814;5465;886;2914;2865;11676;2188;21.84;1960;11.36;43.8;0.63;22.96;3.92;17.53;10.07;15.71;0.13;12.14;104;1056;5.93;0;78.16
